FIPS,FI Rate,Low Threshold Type,High Threshold Type,Cost Per Meal,Year
27137,0.121,SNAP,Other Nutrition Program,3.21,2016
27139,0.062,SNAP,Other Nutrition Program,3.03,2016
27141,0.074,SNAP,Other Nutrition Program,3.01,2016
27143,0.076,SNAP,Other Nutrition Program,3.2,2016
27145,0.107,SNAP,Other Nutrition Program,2.98,2016
27147,0.079,SNAP,Other Nutrition Program,2.72,2016
27149,0.107,SNAP,Other Nutrition Program,2.79,2016
27151,0.105,SNAP,Other Nutrition Program,2.78,2016
27153,0.093,SNAP,Other Nutrition Program,3.18,2016
27155,0.08,SNAP,Other Nutrition Program,3.05,2016
27157,0.072,SNAP,Other Nutrition Program,3.52,2016
27159,0.118,SNAP,Other Nutrition Program,2.85,2016
27161,0.081,SNAP,Other Nutrition Program,2.94,2016
27163,0.066,SNAP,Other Nutrition Program,3.13,2016
27165,0.066,SNAP,Other Nutrition Program,3.0,2016
27167,0.085,SNAP,Other Nutrition Program,3.03,2016
27169,0.103,SNAP,Other Nutrition Program,3.39,2016
27171,0.068,SNAP,Other Nutrition Program,3.27,2016
27173,0.086,SNAP,Other Nutrition Program,3.04,2016
28001,0.245,SNAP,Other Nutrition Program,2.97,2016
28003,0.153,SNAP,Other Nutrition Program,3.12,2016
28005,0.214,SNAP,Other Nutrition Program,3.15,2016
28007,0.21,SNAP,Other Nutrition Program,3.18,2016
28009,0.186,SNAP,Other Nutrition Program,3.03,2016
28011,0.291,SNAP,Other Nutrition Program,3.1,2016
28013,0.184,SNAP,Other Nutrition Program,3.25,2016
28015,0.175,SNAP,Other Nutrition Program,3.1,2016
28017,0.212,SNAP,Other Nutrition Program,3.14,2016
28019,0.192,SNAP,Other Nutrition Program,3.26,2016
28021,0.336,SNAP,Other Nutrition Program,3.15,2016
28023,0.178,SNAP,Other Nutrition Program,2.92,2016
28025,0.244,SNAP,Other Nutrition Program,3.25,2016
28027,0.312,SNAP,Other Nutrition Program,3.09,2016
28029,0.223,SNAP,Other Nutrition Program,2.97,2016
28031,0.194,SNAP,Other Nutrition Program,2.99,2016
28033,0.127,SNAP,Other Nutrition Program,2.96,2016
28035,0.218,SNAP,Other Nutrition Program,3.25,2016
28037,0.186,SNAP,Other Nutrition Program,3.01,2016
28039,0.137,SNAP,Other Nutrition Program,2.92,2016
28041,0.166,SNAP,Other Nutrition Program,3.1,2016
28043,0.207,SNAP,Other Nutrition Program,3.31,2016
28045,0.144,SNAP,Other Nutrition Program,3.16,2016
28047,0.179,SNAP,Other Nutrition Program,3.14,2016
28049,0.252,SNAP,Other Nutrition Program,3.27,2016
28051,0.348,SNAP,Other Nutrition Program,3.25,2016
28053,0.337,SNAP,Other Nutrition Program,3.06,2016
28055,0.331,SNAP,Other Nutrition Program,3.12,2016
28057,0.143,SNAP,Other Nutrition Program,3.08,2016
28059,0.153,SNAP,Other Nutrition Program,3.25,2016
28061,0.214,SNAP,Other Nutrition Program,2.9,2016
28063,0.361,SNAP,Other Nutrition Program,3.02,2016
28065,0.267,SNAP,Other Nutrition Program,2.97,2016
28067,0.182,SNAP,Other Nutrition Program,2.91,2016
28069,0.251,SNAP,Other Nutrition Program,3.08,2016
28071,0.189,SNAP,Other Nutrition Program,3.75,2016
28073,0.149,SNAP,Other Nutrition Program,3.07,2016
28075,0.208,SNAP,Other Nutrition Program,3.03,2016
28077,0.187,SNAP,Other Nutrition Program,2.94,2016
28079,0.206,SNAP,Other Nutrition Program,2.93,2016
28081,0.168,SNAP,Other Nutrition Program,3.08,2016
28083,0.321,SNAP,Other Nutrition Program,3.08,2016
28085,0.191,SNAP,Other Nutrition Program,3.23,2016
28087,0.21,SNAP,Other Nutrition Program,3.21,2016
28089,0.154,SNAP,Other Nutrition Program,3.35,2016
28091,0.201,SNAP,Other Nutrition Program,2.96,2016
28093,0.188,SNAP,Other Nutrition Program,2.77,2016
28095,0.18,SNAP,Other Nutrition Program,3.11,2016
28097,0.219,SNAP,Other Nutrition Program,3.14,2016
28099,0.172,SNAP,Other Nutrition Program,3.11,2016
28101,0.184,SNAP,Other Nutrition Program,2.71,2016
28103,0.268,SNAP,Other Nutrition Program,3.21,2016
28105,0.236,SNAP,Other Nutrition Program,3.37,2016
28107,0.216,SNAP,Other Nutrition Program,3.13,2016
28109,0.151,SNAP,Other Nutrition Program,3.08,2016
28111,0.164,SNAP,Other Nutrition Program,3.01,2016
28113,0.246,SNAP,Other Nutrition Program,2.99,2016
28115,0.14,SNAP,Other Nutrition Program,3.25,2016
28117,0.165,SNAP,Other Nutrition Program,3.01,2016
28119,0.302,SNAP,Other Nutrition Program,3.06,2016
28121,0.121,SNAP,Other Nutrition Program,3.14,2016
28123,0.182,SNAP,Other Nutrition Program,2.71,2016
28125,0.293,SNAP,Other Nutrition Program,3.12,2016
28127,0.195,SNAP,Other Nutrition Program,2.89,2016
28129,0.174,SNAP,Other Nutrition Program,3.0,2016
28131,0.164,SNAP,Other Nutrition Program,3.25,2016
28133,0.304,SNAP,Other Nutrition Program,2.98,2016
28135,0.199,SNAP,Other Nutrition Program,3.08,2016
28137,0.163,SNAP,Other Nutrition Program,3.07,2016
28139,0.161,SNAP,Other Nutrition Program,3.18,2016
28141,0.134,SNAP,Other Nutrition Program,2.9,2016
28143,0.294,SNAP,Other Nutrition Program,3.01,2016
28145,0.145,SNAP,Other Nutrition Program,3.09,2016
28147,0.213,SNAP,Other Nutrition Program,3.03,2016
28149,0.219,SNAP,Other Nutrition Program,3.2,2016
28151,0.301,SNAP,Other Nutrition Program,3.17,2016
28153,0.204,SNAP,Other Nutrition Program,3.04,2016
28155,0.171,SNAP,Other Nutrition Program,3.22,2016
28157,0.288,SNAP,Other Nutrition Program,3.06,2016
28159,0.233,SNAP,Other Nutrition Program,3.2,2016
28161,0.194,SNAP,Other Nutrition Program,3.38,2016
28163,0.268,SNAP,Other Nutrition Program,3.29,2016
29001,0.182,SNAP,Other Nutrition Program,2.57,2016
29003,0.109,SNAP,Other Nutrition Program,2.76,2016
29005,0.129,SNAP,Other Nutrition Program,2.98,2016
29007,0.149,SNAP,Other Nutrition Program,2.5,2016
29009,0.139,SNAP,Other Nutrition Program,2.95,2016
29011,0.16,SNAP,Other Nutrition Program,2.7,2016
29013,0.143,SNAP,Other Nutrition Program,2.79,2016
29015,0.146,SNAP,Other Nutrition Program,2.76,2016
29017,0.153,SNAP,Other Nutrition Program,2.83,2016
29019,0.162,SNAP,Other Nutrition Program,3.11,2016
29021,0.148,SNAP,Other Nutrition Program,2.72,2016
29023,0.172,SNAP,Other Nutrition Program,2.57,2016
29025,0.126,SNAP,Other Nutrition Program,2.88,2016
29027,0.13,SNAP,Other Nutrition Program,3.03,2016
29029,0.141,SNAP,Other Nutrition Program,3.15,2016
29031,0.154,SNAP,Other Nutrition Program,2.79,2016
29033,0.147,SNAP,Other Nutrition Program,2.68,2016
29035,0.162,SNAP,Other Nutrition Program,2.62,2016
29037,0.111,SNAP,Other Nutrition Program,2.84,2016
29039,0.163,SNAP,Other Nutrition Program,2.68,2016
29041,0.134,SNAP,Other Nutrition Program,2.6,2016
29043,0.115,SNAP,Other Nutrition Program,2.86,2016
29045,0.144,SNAP,Other Nutrition Program,2.52,2016
29047,0.113,SNAP,Other Nutrition Program,2.97,2016
29049,0.115,SNAP,Other Nutrition Program,3.03,2016
29051,0.137,SNAP,Other Nutrition Program,2.83,2016
29053,0.141,SNAP,Other Nutrition Program,2.87,2016
29055,0.155,SNAP,Other Nutrition Program,2.95,2016
29057,0.143,SNAP,Other Nutrition Program,2.84,2016
29059,0.147,SNAP,Other Nutrition Program,2.9,2016
29061,0.129,SNAP,Other Nutrition Program,2.83,2016
29063,0.148,SNAP,Other Nutrition Program,2.73,2016
29065,0.16,SNAP,Other Nutrition Program,2.81,2016
29067,0.153,SNAP,Other Nutrition Program,2.9,2016
29069,0.2,SNAP,Other Nutrition Program,2.43,2016
29071,0.124,SNAP,Other Nutrition Program,2.78,2016
29073,0.129,SNAP,Other Nutrition Program,2.74,2016
29075,0.131,SNAP,Other Nutrition Program,2.74,2016
29077,0.153,SNAP,Other Nutrition Program,2.95,2016
29079,0.15,SNAP,Other Nutrition Program,2.81,2016
29081,0.143,SNAP,Other Nutrition Program,2.85,2016
29083,0.151,SNAP,Other Nutrition Program,2.48,2016
29085,0.16,SNAP,Other Nutrition Program,2.68,2016
29087,0.13,SNAP,Other Nutrition Program,2.8,2016
29089,0.145,SNAP,Other Nutrition Program,2.94,2016
29091,0.166,SNAP,Other Nutrition Program,2.55,2016
29093,0.169,SNAP,Other Nutrition Program,2.75,2016
29095,0.172,SNAP,Other Nutrition Program,2.81,2016
29097,0.138,SNAP,Other Nutrition Program,2.69,2016
29099,0.113,SNAP,Other Nutrition Program,2.99,2016
29101,0.153,SNAP,Other Nutrition Program,2.73,2016
29103,0.141,SNAP,Other Nutrition Program,2.6,2016
29105,0.153,SNAP,Other Nutrition Program,2.52,2016
29107,0.123,SNAP,Other Nutrition Program,2.91,2016
29109,0.132,SNAP,Other Nutrition Program,2.91,2016
29111,0.133,SNAP,Other Nutrition Program,2.64,2016
29113,0.126,SNAP,Other Nutrition Program,2.67,2016
29115,0.154,SNAP,Other Nutrition Program,2.62,2016
29117,0.145,SNAP,Other Nutrition Program,2.79,2016
29119,0.133,SNAP,Other Nutrition Program,3.16,2016
29121,0.148,SNAP,Other Nutrition Program,2.59,2016
29123,0.145,SNAP,Other Nutrition Program,2.8,2016
29125,0.144,SNAP,Other Nutrition Program,2.85,2016
29127,0.152,SNAP,Other Nutrition Program,2.57,2016
29129,0.132,SNAP,Other Nutrition Program,2.6,2016
29131,0.146,SNAP,Other Nutrition Program,3.28,2016
29133,0.228,SNAP,Other Nutrition Program,2.56,2016
29135,0.122,SNAP,Other Nutrition Program,2.99,2016
29137,0.14,SNAP,Other Nutrition Program,2.52,2016
29139,0.142,SNAP,Other Nutrition Program,2.67,2016
29141,0.164,SNAP,Other Nutrition Program,2.93,2016
29143,0.215,SNAP,Other Nutrition Program,2.68,2016
29145,0.127,SNAP,Other Nutrition Program,2.67,2016
29147,0.18,SNAP,Other Nutrition Program,3.01,2016
29149,0.169,SNAP,Other Nutrition Program,2.7,2016
29151,0.097,SNAP,Other Nutrition Program,2.96,2016
29153,0.179,SNAP,Other Nutrition Program,2.9,2016
29155,0.243,SNAP,Other Nutrition Program,2.66,2016
29157,0.102,SNAP,Other Nutrition Program,2.79,2016
29159,0.138,SNAP,Other Nutrition Program,2.6,2016
29161,0.162,SNAP,Other Nutrition Program,2.66,2016
29163,0.142,SNAP,Other Nutrition Program,2.64,2016
29165,0.112,SNAP,Other Nutrition Program,3.52,2016
29167,0.147,SNAP,Other Nutrition Program,2.53,2016
29169,0.161,SNAP,Other Nutrition Program,3.0,2016
29171,0.144,SNAP,Other Nutrition Program,2.52,2016
29173,0.117,SNAP,Other Nutrition Program,2.67,2016
29175,0.15,SNAP,Other Nutrition Program,2.51,2016
29177,0.132,SNAP,Other Nutrition Program,2.99,2016
29179,0.151,SNAP,Other Nutrition Program,2.87,2016
29181,0.169,SNAP,Other Nutrition Program,2.59,2016
29183,0.096,SNAP,Other Nutrition Program,3.08,2016
29185,0.159,SNAP,Other Nutrition Program,2.6,2016
29186,0.128,SNAP,Other Nutrition Program,2.92,2016
29187,0.153,SNAP,Other Nutrition Program,2.71,2016
29189,0.147,SNAP,Other Nutrition Program,3.15,2016
29195,0.139,SNAP,Other Nutrition Program,2.44,2016
29197,0.167,SNAP,Other Nutrition Program,2.53,2016
29199,0.137,SNAP,Other Nutrition Program,2.72,2016
29201,0.169,SNAP,Other Nutrition Program,2.58,2016
29203,0.166,SNAP,Other Nutrition Program,2.66,2016
29205,0.135,SNAP,Other Nutrition Program,2.54,2016
29207,0.152,SNAP,Other Nutrition Program,2.88,2016
29209,0.135,SNAP,Other Nutrition Program,3.12,2016
29211,0.114,SNAP,Other Nutrition Program,2.7,2016
29213,0.163,SNAP,Other Nutrition Program,3.13,2016
29215,0.174,SNAP,Other Nutrition Program,2.96,2016
29217,0.147,SNAP,Other Nutrition Program,2.96,2016
29219,0.122,SNAP,Other Nutrition Program,2.54,2016
29221,0.152,SNAP,Other Nutrition Program,2.94,2016
29223,0.157,SNAP,Other Nutrition Program,2.69,2016
29225,0.145,SNAP,Other Nutrition Program,2.86,2016
29227,0.118,SNAP,Other Nutrition Program,2.9,2016
29229,0.173,SNAP,Other Nutrition Program,2.7,2016
29510,0.251,SNAP,Other Nutrition Program,3.02,2016
30001,0.131,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.14,2016
30003,0.178,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.03,2016
30005,0.173,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.19,2016
30007,0.103,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.06,2016
30009,0.104,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.04,2016
30011,0.104,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.15,2016
30013,0.128,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",2.97,2016
30015,0.149,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.02,2016
30017,0.111,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.05,2016
30019,0.083,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.3,2016
30021,0.124,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.3,2016
30023,0.138,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.1,2016
30025,0.103,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.32,2016
30027,0.123,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.01,2016
30029,0.128,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",2.92,2016
30031,0.12,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.09,2016
30033,0.097,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.04,2016
30035,0.207,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",2.96,2016
30037,0.125,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.02,2016
30039,0.129,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.08,2016
30041,0.147,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.1,2016
30043,0.095,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.06,2016
30045,0.113,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.0,2016
30047,0.143,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.18,2016
30049,0.111,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.01,2016
30051,0.126,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.0,2016
30053,0.15,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",2.97,2016
30055,0.096,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.27,2016
30057,0.106,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.09,2016
30059,0.128,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.05,2016
30061,0.16,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",2.97,2016
30063,0.135,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.04,2016
30065,0.134,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.02,2016
30067,0.117,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.13,2016
30069,0.143,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.02,2016
30071,0.135,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.22,2016
30073,0.14,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",2.94,2016
30075,0.101,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.14,2016
30077,0.12,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.03,2016
30079,0.116,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.26,2016
30081,0.133,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.87,2016
30083,0.11,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.42,2016
30085,0.175,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.45,2016
30087,0.138,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.04,2016
30089,0.159,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",2.97,2016
30091,0.103,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.45,2016
30093,0.139,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.2,2016
30095,0.093,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.02,2016
30097,0.108,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.04,2016
30099,0.112,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",2.99,2016
30101,0.135,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.0,2016
30103,0.138,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.01,2016
30105,0.107,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.39,2016
30107,0.141,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.03,2016
30109,0.114,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.46,2016
30111,0.107,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.0,2016
31001,0.113,SNAP,Other Nutrition Program,2.89,2016
31003,0.113,SNAP,Other Nutrition Program,2.89,2016
31005,0.139,SNAP,Other Nutrition Program,3.03,2016
31007,0.119,SNAP,Other Nutrition Program,3.08,2016
31009,0.155,SNAP,Other Nutrition Program,2.93,2016
31011,0.103,SNAP,Other Nutrition Program,2.92,2016
31013,0.116,SNAP,Other Nutrition Program,2.96,2016
31015,0.119,SNAP,Other Nutrition Program,3.03,2016
31017,0.142,SNAP,Other Nutrition Program,2.99,2016
31019,0.12,SNAP,Other Nutrition Program,3.11,2016
31021,0.116,SNAP,Other Nutrition Program,2.92,2016
31023,0.106,SNAP,Other Nutrition Program,2.93,2016
31025,0.099,SNAP,Other Nutrition Program,3.23,2016
31027,0.107,SNAP,Other Nutrition Program,2.89,2016
31029,0.084,SNAP,Other Nutrition Program,2.98,2016
31031,0.114,SNAP,Other Nutrition Program,3.08,2016
31033,0.11,SNAP,Other Nutrition Program,3.02,2016
31035,0.101,SNAP,Other Nutrition Program,2.8,2016
31037,0.051,SNAP,Other Nutrition Program,2.9,2016
31039,0.112,SNAP,Other Nutrition Program,2.87,2016
31041,0.115,SNAP,Other Nutrition Program,2.88,2016
31043,0.085,SNAP,Other Nutrition Program,2.74,2016
31045,0.139,SNAP,Other Nutrition Program,2.97,2016
31047,0.087,SNAP,Other Nutrition Program,2.83,2016
31049,0.103,SNAP,Other Nutrition Program,3.05,2016
31051,0.101,SNAP,Other Nutrition Program,2.85,2016
31053,0.112,SNAP,Other Nutrition Program,2.83,2016
31055,0.135,SNAP,Other Nutrition Program,2.94,2016
31057,0.104,SNAP,Other Nutrition Program,2.89,2016
31059,0.111,SNAP,Other Nutrition Program,2.92,2016
31061,0.115,SNAP,Other Nutrition Program,3.03,2016
31063,0.116,SNAP,Other Nutrition Program,2.93,2016
31065,0.132,SNAP,Other Nutrition Program,3.0,2016
31067,0.122,SNAP,Other Nutrition Program,2.83,2016
31069,0.112,SNAP,Other Nutrition Program,3.02,2016
31071,0.106,SNAP,Other Nutrition Program,2.98,2016
31073,0.105,SNAP,Other Nutrition Program,2.85,2016
31075,0.123,SNAP,Other Nutrition Program,3.0,2016
31077,0.107,SNAP,Other Nutrition Program,2.97,2016
31079,0.102,SNAP,Other Nutrition Program,2.73,2016
31081,0.102,SNAP,Other Nutrition Program,2.8,2016
31083,0.124,SNAP,Other Nutrition Program,2.94,2016
31085,0.107,SNAP,Other Nutrition Program,3.0,2016
31087,0.136,SNAP,Other Nutrition Program,2.94,2016
31089,0.107,SNAP,Other Nutrition Program,2.9,2016
31091,0.131,SNAP,Other Nutrition Program,2.98,2016
31093,0.11,SNAP,Other Nutrition Program,2.87,2016
31095,0.113,SNAP,Other Nutrition Program,2.82,2016
31097,0.116,SNAP,Other Nutrition Program,2.93,2016
31099,0.101,SNAP,Other Nutrition Program,3.03,2016
31101,0.123,SNAP,Other Nutrition Program,3.02,2016
31103,0.116,SNAP,Other Nutrition Program,2.92,2016
31105,0.118,SNAP,Other Nutrition Program,3.15,2016
31107,0.12,SNAP,Other Nutrition Program,2.93,2016
31109,0.135,SNAP,Other Nutrition Program,2.94,2016
31111,0.118,SNAP,Other Nutrition Program,3.0,2016
31113,0.124,SNAP,Other Nutrition Program,2.97,2016
31115,0.112,SNAP,Other Nutrition Program,2.99,2016
31117,0.14,SNAP,Other Nutrition Program,3.02,2016
31119,0.115,SNAP,Other Nutrition Program,2.89,2016
31121,0.115,SNAP,Other Nutrition Program,2.83,2016
31123,0.106,SNAP,Other Nutrition Program,3.0,2016
31125,0.116,SNAP,Other Nutrition Program,3.01,2016
31127,0.124,SNAP,Other Nutrition Program,2.84,2016
31129,0.122,SNAP,Other Nutrition Program,2.84,2016
31131,0.11,SNAP,Other Nutrition Program,2.92,2016
31133,0.137,SNAP,Other Nutrition Program,2.84,2016
31135,0.095,SNAP,Other Nutrition Program,3.03,2016
31137,0.106,SNAP,Other Nutrition Program,3.02,2016
31139,0.099,SNAP,Other Nutrition Program,2.89,2016
31141,0.089,SNAP,Other Nutrition Program,3.01,2016
31143,0.099,SNAP,Other Nutrition Program,3.0,2016
31145,0.115,SNAP,Other Nutrition Program,2.88,2016
31147,0.137,SNAP,Other Nutrition Program,2.84,2016
31149,0.118,SNAP,Other Nutrition Program,2.98,2016
31151,0.092,SNAP,Other Nutrition Program,2.93,2016
31153,0.099,SNAP,Other Nutrition Program,2.93,2016
31155,0.106,SNAP,Other Nutrition Program,3.0,2016
31157,0.097,SNAP,Other Nutrition Program,2.94,2016
31159,0.111,SNAP,Other Nutrition Program,2.94,2016
31161,0.132,SNAP,Other Nutrition Program,3.02,2016
31163,0.123,SNAP,Other Nutrition Program,2.86,2016
31165,0.123,SNAP,Other Nutrition Program,2.96,2016
31167,0.096,SNAP,Other Nutrition Program,2.93,2016
31169,0.115,SNAP,Other Nutrition Program,2.77,2016
31171,0.119,SNAP,Other Nutrition Program,2.95,2016
31173,0.189,SNAP,Other Nutrition Program,2.83,2016
31175,0.125,SNAP,Other Nutrition Program,2.95,2016
31177,0.107,SNAP,Other Nutrition Program,2.94,2016
31179,0.125,SNAP,Other Nutrition Program,2.83,2016
31181,0.11,SNAP,Other Nutrition Program,2.87,2016
31183,0.1,SNAP,Other Nutrition Program,2.99,2016
31185,0.111,SNAP,Other Nutrition Program,2.79,2016
32001,0.141,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.31,2016
32003,0.128,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.11,2016
32005,0.118,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.07,2016
32007,0.087,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.21,2016
32009,0.126,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.35,2016
32011,0.128,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.13,2016
32013,0.088,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.04,2016
32015,0.089,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.22,2016
32017,0.13,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.08,2016
32019,0.135,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.0,2016
32021,0.156,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.15,2016
32023,0.145,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",2.96,2016
32027,0.123,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.18,2016
32029,0.106,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.2,2016
32031,0.119,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.2,2016
32033,0.113,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",2.95,2016
32510,0.131,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.45,2016
33001,0.093,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.57,2016
33003,0.09,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.7,2016
33005,0.099,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.18,2016
33007,0.114,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.43,2016
33009,0.101,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.59,2016
33011,0.09,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.28,2016
33013,0.09,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.54,2016
33015,0.074,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.4,2016
33017,0.099,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.43,2016
33019,0.089,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.18,2016
34001,0.129,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.29,2016
34003,0.075,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.77,2016
34005,0.099,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.18,2016
34007,0.122,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.3,2016
34009,0.124,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.89,2016
34011,0.129,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",2.87,2016
34013,0.171,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.92,2016
34015,0.099,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.08,2016
34017,0.105,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.18,2016
34019,0.063,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.94,2016
34021,0.11,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.28,2016
34023,0.084,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.1,2016
34025,0.085,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.42,2016
34027,0.061,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.55,2016
34029,0.094,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.28,2016
34031,0.096,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.25,2016
34033,0.13,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.69,2016
34035,0.069,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.52,2016
34037,0.072,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.69,2016
34039,0.096,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.23,2016
34041,0.09,"SNAP, Other Nutrition Programs","SNAP, Other Nutrition Programs",3.64,2016
35001,0.15,SNAP,Other Nutrition Program,2.99,2016
35003,0.197,SNAP,Other Nutrition Program,2.91,2016
35005,0.15,SNAP,Other Nutrition Program,2.86,2016
